VERTEXES;EDGES;MAX_WEIGHT;
1048576;4190208;256;

SOURCE;DIJKSTRA;DIALS;RADIX;RADIX_2;
951313;2972555;1285337;3504675;1797021;
133183;2868846;910791;3422809;1750627;
934455;2946692;929110;3439177;1786126;
110950;2983891;964483;3438171;1832062;
514213;3004918;945507;3447716;1849484;
756120;2886558;910585;3386071;1758073;
8609;2900240;973783;3433701;1807780;
47985;3005678;954772;3409722;1829486;
953635;2866703;917219;3325093;1734080;
376966;2868614;905574;3415281;1784809;
