VERTEXES;EDGES;MAX_WEIGHT;
1048576;4190208;1024;

SOURCE;DIJKSTRA;DIALS;RADIX;
951313;4055532;17224862;4328010;
133183;2940488;16791095;4238307;
934455;3006682;16684647;4227909;
110950;2982489;16912376;4254992;
514213;3086658;16980480;4235128;
756120;3165757;16851715;4846322;
8609;4162958;17396238;4322395;
47985;3012271;16760502;4197244;
953635;3224025;16868244;4285216;
376966;2996696;17111048;4322693;
