VERTEXES;EDGES;MAX_WEIGHT;
32768;126944;32768;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
29729;4162;2957;11899;8408;3238;
29202;3468;52615;253506;155377;59150;
16070;23629;43446;189631;126424;44108;
270;1500;36938;147400;128587;50733;
29802;11781;43164;206758;149996;58178;
19718;5444;27250;98038;82471;33332;
29174;26674;10075;43177;34398;13021;
20337;343;50189;299113;159342;54797;
25969;1335;9022;37795;35096;11565;
29005;28465;35722;268269;133713;52424;
4210;16907;34021;145506;92255;33813;
23166;2919;39134;255087;131136;47034;
5329;18081;27187;169738;99346;38896;
11680;8481;8430;35525;27315;10451;
22697;15317;24832;108912;82474;33599;
4203;25264;4312;17191;12363;5232;
30007;32768;38498;147815;136270;46773;
1145;18426;1026;4488;2811;1243;
18391;19843;6219;26063;21408;7978;
27626;24761;17265;78425;57788;26304;
28531;24950;51649;448857;203548;68410;
4212;23197;3378;14652;11303;4162;
5995;5590;65581;301395;247149;91309;
25260;16412;29050;63688;41732;14684;
24865;32218;1187;8244;3509;1446;
7696;8530;21747;106246;82175;38495;
16222;2501;31191;105401;62145;23904;
20892;6856;61064;195147;143569;59965;
17590;27054;18053;77470;92639;56817;
29645;32629;5053;44733;14326;5164;
23511;3467;22376;74215;54637;24356;
27831;11766;28129;191627;104371;38586;
23754;28706;20090;121635;79383;29483;
7298;14836;20509;231820;88341;27444;
29824;8207;36496;148140;111316;44380;
9641;10256;19884;70094;56142;23580;
16007;15651;45667;301738;134984;48834;
10025;25992;16756;57776;49063;20578;
10264;17145;4648;19615;14623;5563;
27976;12134;2962;12810;8864;3457;
15726;22309;36995;160091;122166;48105;
12890;7278;39417;183446;168169;52489;
9948;24427;23562;96893;78144;27642;
10573;28458;10736;49952;46831;17130;
1178;4835;22499;144597;65075;25613;
16590;998;22716;92863;77518;27823;
12971;4343;14025;91059;51934;17671;
12476;19156;4454;35516;17676;14706;
6109;20228;15738;92257;39677;15061;
16247;1624;47750;289679;165198;64935;
2991;32253;24524;118255;133157;38791;
7803;24236;49986;327389;175379;63950;
