VERTEXES;EDGES;MAX_WEIGHT;
1024;3936;1023;

SOURCE;DIJKSTRA;DIALS;RADIX;
930;1171;17610;2455;
131;1377;20502;3166;
913;2340;21933;2604;
109;1454;23115;3267;
503;1373;19360;3218;
739;1203;15438;2526;
9;1105;17277;2940;
