VERTEXES;EDGES;MAX_WEIGHT;
1048576;4063200;256;

SOURCE;DIJKSTRA;DIALS;RADIX;RADIX_2;
951313;1997781;965480;3990823;1884726;
133183;1841122;925511;3840327;1824539;
934455;1967194;912784;3710767;1845564;
110950;1867815;878469;3657729;1776481;
514213;1979491;874389;3714924;1787729;
756120;1981592;920473;3865474;2705731;
8609;2489917;1251769;3891296;1830914;
47985;1949155;952236;3690974;1808875;
953635;1852666;895989;3696308;1770094;
376966;1840005;885851;3857519;1816181;
