VERTEXES;EDGES;MAX_WEIGHT;
1048576;4063200;4096;

SOURCE;DIJKSTRA;DIALS;RADIX;
951313;2745257;63907885;4714337;
133183;2039621;65549603;4768548;
934455;1919074;63543653;4690493;
110950;1984777;63427736;4672149;
514213;2028363;63769105;4741035;
756120;1968945;63024342;4778977;
8609;1996751;63325200;4663622;
47985;2008172;63988504;4730774;
953635;2046955;63328980;4688144;
376966;1885843;63526761;4624741;
