VERTEXES;EDGES;MAX_WEIGHT;
1048576;4063200;256;

SOURCE;DIJKSTRA;DIALS;RADIX;
951313;2146351;4154953;2824764;
133183;1600222;4228844;3081146;
934455;1526729;4022256;2827346;
110950;1583785;3782740;2851239;
514213;1643162;4180215;2855049;
756120;1579898;3883842;2825479;
8609;1510572;3824235;2806936;
47985;1523042;3809171;2818979;
953635;1482536;3921581;2809143;
376966;1511190;3787082;2857587;
