VERTEXES;EDGES;MAX_WEIGHT;
1048576;4063200;1;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;
254858;221313;763865;496206;749456;
37125;966827;1016268;487666;1001963;
760853;207608;2083502;979611;2325043;
712153;932156;892098;402834;951553;
49574;815290;961617;436630;1064048;
796978;378409;727642;865723;1204974;
843397;519487;866988;826448;770423;
1021639;352475;2146173;729624;1557240;
10001;66853;2426378;896541;1904658;
746397;501692;2603991;961939;1793248;
611818;346111;473503;235616;962733;
53248;238710;2930810;1029143;2445554;
1019547;1008659;2775246;1037577;2144583;
754917;969286;552668;396332;904312;
835852;73582;2200372;669391;1732547;
968740;75554;449678;169997;958315;
297773;1041850;2709203;964093;1840419;
676385;237962;1768959;507669;1146246;
1018332;442736;473084;269070;996044;
696421;809262;2318232;752606;2267076;
799183;40307;1078508;430999;864491;
497716;28216;324964;157547;391629;
239938;206305;1328941;686292;1554895;
54717;157114;439238;216188;425617;
391043;622529;945689;454598;1202181;
1132;11779;1955892;916348;2302803;
48090;887687;243916;121844;262439;
538371;507582;428716;211533;481446;
409135;848327;1042191;484873;1199867;
315025;199548;1947778;903303;1985182;
5316;952369;1365364;618192;1150428;
834032;937745;748624;376873;695218;
855963;893645;2032994;954243;2236969;
497772;175919;2226150;1018246;2706839;
663465;513734;114444;70517;171756;
767296;273945;1758909;728866;1706460;
149950;132202;1894708;786337;1895837;
936716;1009608;2116798;989614;2176868;
222983;123326;1006620;450973;1105927;
371217;623803;1858206;943825;2079963;
115547;502280;551343;263278;644673;
499139;799420;1225814;669724;1422431;
71672;605386;1951107;973104;2390887;
584340;436018;282035;142343;332714;
1029169;871495;401124;172793;440104;
415507;738102;1452030;780543;1413667;
188546;914471;61708;33441;76582;
528443;801646;1833039;1013801;1878546;
1044413;598265;340621;168550;372142;
998311;440524;1914029;976803;2038844;
166304;52320;1974407;1063446;2091831;
1005440;956307;2043653;1180084;2001550;
83400;699458;467168;225656;552717;
263022;641971;1273913;574694;1258248;
569878;475388;57942;35639;87609;
826210;743488;1182187;555857;1538436;
630732;729994;1040695;507298;1258413;
823558;378881;720338;348820;962886;
103221;935129;1842201;948022;1809266;
970431;819772;452498;198461;439782;
996965;913114;1234200;563869;1111139;
985992;247210;1089150;598533;1027001;
310455;359092;280602;154380;356686;
226723;481059;1404296;686169;1780305;
1015257;772425;1644125;808734;1848238;
1007334;532171;1767569;819611;2037022;
473287;53407;1033802;455729;1097890;
705716;415936;1991137;1189502;1925275;
863463;423184;851054;389158;992692;
985834;997875;1453268;651594;1623940;
36184;335076;222095;107311;244443;
897236;379555;28371;16493;38172;
787702;60401;1581234;789228;1800095;
986372;807414;907923;434436;1012795;
562162;888590;1754531;886379;1904693;
285982;546210;1950777;849591;2146664;
181954;26761;891824;514500;1270691;
464126;162047;571353;274112;689792;
926991;228271;2963581;1097183;4358674;
981336;935135;2651251;911594;2171969;
131759;891181;2535557;756527;2051221;
989367;927859;2487890;1804442;2316730;
858147;15745;226415;127630;300874;
476933;337905;916654;434772;1155532;
604120;704759;3174058;915916;3221080;
704271;148293;2045397;644483;1406945;
859520;105089;455177;213196;531934;
368428;489935;802502;380113;1006985;
194819;753565;2296072;1183495;2182313;
65040;427113;2003385;1005108;2067084;
162593;806831;675159;320243;688872;
620274;802855;948771;472208;1035009;
299668;879802;1059412;482471;1143115;
896141;976623;2065065;1150746;2010975;
375178;924161;1586865;1335251;2135297;
722235;354999;3834066;1426305;2995096;
389278;894749;2482083;1188544;3707568;
437052;764288;982719;540873;1115624;
1036761;575292;531190;215227;533123;
118616;69189;1856221;991156;2255147;
215102;978121;1046771;514947;1260046;
175498;533190;1521281;765964;2487062;
881193;691525;2910388;857531;2008192;
165616;879336;744738;357374;762817;
740173;377926;1716671;926135;2186074;
822820;241775;270004;132949;336495;
880996;334479;2089671;1116943;2343895;
902985;131373;618306;276111;758933;
160154;832468;1390498;722214;1580402;
229246;237154;1041429;595329;1152023;
823205;296520;1874483;868721;2177860;
58370;576962;2288837;1100921;2382575;
927423;620343;863138;436451;1072796;
412750;980938;692015;377698;798203;
730192;621285;1714583;815238;1961195;
139113;137030;756794;391146;892618;
618429;891048;1702192;826823;2147788;
933958;378772;1728922;845217;1883171;
24310;960929;271168;128469;333354;
672395;200167;794526;384022;927585;
515959;574872;984341;501555;1096761;
865536;287242;1279435;608893;1873668;
148523;575913;261146;136945;322969;
439578;774226;2001349;1012856;2436011;
226601;633819;51019;29449;72111;
631655;58644;1318432;660603;1653332;
627569;661877;1445428;717388;1572826;
579411;277952;2316178;1508175;2298401;
934921;729057;396998;164767;402432;
228765;864481;2023933;982638;1994482;
345932;953609;583776;283848;694650;
99313;544911;1251322;662352;1338442;
100129;442534;2152417;1049429;2276677;
326029;142959;393356;180701;439005;
681137;296877;1724045;855366;1815325;
148583;823607;2067999;1042821;2233182;
592017;803292;1072009;476160;1239005;
219209;150977;1634881;749427;1682516;
152282;472006;2035429;971891;2139732;
583014;623890;2276880;1075764;2472885;
231241;850196;1337607;720679;1609004;
858701;571698;55691;30545;72899;
784571;212843;1213801;626751;1523944;
376294;643252;1497328;767497;1518161;
985710;409194;1825214;670111;1537485;
324812;53166;1302553;709598;1527035;
155926;325713;635135;311183;747814;
597699;661861;2055841;972217;1958089;
710009;697697;318236;145353;359871;
213031;396121;1600906;764495;1763400;
436846;488896;2082583;1168650;2018532;
66835;230747;1860261;991413;1850865;
1045561;657037;768541;378158;847584;
687021;1019464;329785;172314;467527;
166883;504601;254367;125304;293759;
871768;659044;1711055;849583;1968713;
858584;181923;990790;485916;1200897;
452292;795385;649643;318322;806550;
834597;799137;759630;343705;623483;
936359;962184;944217;454710;1102676;
184830;768934;1613684;774135;1474025;
332697;234006;1432841;747061;1748119;
592786;125987;1948397;972055;1936437;
1032426;180827;1586868;814140;1994740;
116534;361643;976042;541565;1073159;
506746;49970;2221467;1101144;2187264;
722600;138008;1553674;777233;1637923;
65887;905356;1037224;517311;1110012;
402870;793855;1982154;970563;2286092;
655614;340505;2991242;1076498;2618260;
752104;621536;500448;214326;506846;
644198;80479;332543;139803;375231;
583077;386860;714114;385488;906915;
569357;120408;916197;442537;1071438;
472140;98753;1485570;853464;1738664;
771538;404650;267067;131765;331339;
134146;811152;1685566;999277;1876323;
192500;765588;782077;389229;869256;
1042793;396095;1484992;723494;1340796;
1004751;621810;1847322;1041741;2039891;
898384;270881;1059548;525826;1383247;
81835;701791;935150;412519;979554;
464996;977526;2158196;1111260;2058919;
870526;455253;867247;438123;1082797;
65823;902911;1245892;589597;1325140;
555094;596250;617011;320682;863777;
418013;246533;1562289;756472;1738649;
362096;642519;517194;255025;599264;
768407;509296;632246;299903;752550;
914998;926862;545303;245097;625362;
45796;160841;495183;223762;690402;
421144;211373;1106174;536224;1285485;
513571;146156;1541114;867342;1639048;
650278;285149;761855;375106;885954;
805664;293472;490839;352788;575004;
645201;564023;2333164;1037390;2174579;
48227;597969;1702191;830403;2107996;
346556;841061;296658;138305;365545;
421966;419003;659600;354886;721643;
1022499;235322;190027;112325;206693;
616053;478063;1029703;504552;1201280;
622642;205369;920758;437020;999821;
1010469;898238;1589943;817797;1807192;
21985;781307;1094252;509125;1229539;
678342;861426;1784272;838810;2190838;
644670;277966;2022575;994595;2191246;
472536;338730;1778045;847643;1985145;
479163;530666;702556;313738;742256;
433540;578020;1856284;922291;2215589;
515822;629889;338372;162505;370436;
648256;376541;2053985;1200821;2020176;
386797;860007;1393186;674797;1633859;
107470;730842;1421110;753821;1370105;
461742;365706;1433222;638146;1392731;
903641;207758;2232982;1070548;2560264;
529575;490576;5399;4471;8826;
1006788;824041;1424342;638878;1403514;
931226;633101;1301771;643823;1666510;
321202;408361;1157444;540522;1325961;
421325;1035769;404255;185156;354278;
749216;504465;1778925;829889;2074068;
613937;574170;1471944;675229;1619400;
993389;303208;592251;271821;653950;
510381;814623;1209002;556179;1321568;
840164;797354;1370801;656856;1661719;
641952;1013894;713301;345721;817950;
233584;945479;751262;336877;823085;
709591;433032;1348607;664124;1212448;
513236;253958;941308;469855;1247434;
460961;203636;1066094;492869;1163865;
742499;254969;1975805;988686;2185618;
422690;369382;1595665;891271;1914910;
118088;431199;1602579;820318;1906293;
13367;873334;302435;171762;303218;
758313;234739;570925;271912;653654;
463890;314013;57306;30746;84348;
1016840;288047;2154102;1025707;2335099;
160074;894630;1048878;504474;978165;
537697;28857;275458;137785;318636;
428215;104720;1029874;472818;1239871;
108737;433431;1212996;615296;1217648;
469574;810767;2060906;992908;1938914;
338071;108556;1596340;761579;1782076;
283681;1007890;16405;9739;21194;
90558;506994;551373;257443;627538;
213233;709580;2054934;942881;2289033;
134224;190729;1110721;500931;1249674;
842639;185373;1445259;709335;1824134;
151174;1020345;748439;372079;771845;
992894;798526;370186;155457;389194;
1047038;179186;1535675;720419;1740397;
465786;306671;1858380;1025210;1877168;
465011;437834;1301503;807358;2201333;
474128;1007607;313931;121900;372196;
74503;423465;2949696;1059737;2271542;
664208;876836;668929;920047;737396;
127089;358475;2273604;1012283;1788812;
245698;980470;446267;171914;990924;
944126;486932;2545073;999611;1668648;
374995;327814;1904123;548917;1699634;
728313;953898;1640714;422339;877641;
1044058;410076;2946812;1130734;2312512;
533550;773742;291664;102858;218197;
277741;160908;2468927;862175;2141363;
851825;664694;971473;698908;801508;
583109;270265;2795220;993425;2211530;
845205;957384;2701667;1269223;2406934;
452056;745683;2037584;1514725;1658563;
