VERTEXES;EDGES;MAX_WEIGHT;
1048576;4063200;1024;

SOURCE;DIJKSTRA;DIALS;RADIX;
951313;2904740;18664520;4538965;
133183;2127008;18163330;4604738;
934455;2119717;17704525;4368460;
110950;2071342;17819311;4489638;
514213;2010599;17820418;4410622;
756120;2225748;17867532;4493793;
8609;2159669;17780281;4431726;
47985;2041684;17669576;4358756;
953635;2503190;18342713;4462029;
376966;2014133;17983106;4573145;
