VERTEXES;EDGES;MAX_WEIGHT;
1048576;4063200;1;

SOURCE;DIJKSTRA;DIALS;RADIX;
951313;3021288;990738;2377626;
133183;2831401;1928893;2528567;
934455;2060213;1335005;2253113;
110950;2465072;1054837;1999645;
514213;2518536;1024448;2784018;
756120;2338024;2139781;2472200;
8609;2048495;992686;1818091;
47985;2407139;1026125;1727747;
953635;2448570;1265095;2059079;
376966;2383623;1043996;1760619;
