VERTEXES;EDGES;MAX_WEIGHT;
1048576;4194304;65536;

SOURCE;DIJKSTRA;DIALS;RADIX;RADIX_2;
951313;5188764;1734655;7437366;2823228;
133183;4726025;1639711;7573834;2799543;
934455;4751203;1671111;7632502;2757350;
110950;4707893;1676927;7427054;2861751;
514213;4781718;1678861;7464674;2859976;
756120;4670320;1744604;7481478;2873664;
8609;4648890;1697793;7484953;2824563;
47985;4774574;1695387;7506800;2873923;
953635;4697397;1654966;7455155;2790429;
376966;4819084;1697288;7511805;2815740;
