insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n)
0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
3;2;7;4;3;2;1;4;2;1;2;1,5;3,5;1,5;0,5;0,5;1;2;1;2;0,5
6;4;16;10;10;4;1;4;5;3;3;2;5,333333333;3,333333333;0,333333333;1;1,333333333;3,333333333;1,333333333;1,333333333;1
15;9;27;16;12;4;3;6;4;3;4;3,75;6,75;3;0,75;0,75;2,25;4;1;1,5;0,75
14;9;42;24;32;8;9;14;11;7;5;2,8;8,4;6,4;1,8;1,4;1,8;4,8;1,6;2,8;1,4
23;14;57;32;29;10;15;16;12;8;6;3,833333333;9,5;4,833333333;2,5;1,333333333;2,333333333;5,333333333;1,666666667;2,666666667;1,333333333
32;19;72;40;32;16;11;14;15;10;7;4,571428571;10,28571429;4,571428571;1,571428571;1,428571429;2,714285714;5,714285714;2,285714286;2;1,428571429
53;30;85;48;51;24;13;24;20;13;8;6,625;10,625;6,375;1,625;1,625;3,75;6;3;3;1,625
48;28;102;58;49;16;19;24;37;19;9;5,333333333;11,33333333;5,444444444;2,111111111;2,111111111;3,111111111;6,444444444;1,777777778;2,666666667;2,111111111
51;30;123;68;59;18;12;24;43;16;10;5,1;12,3;5,9;1,2;1,6;3;6,8;1,8;2,4;1,6
78;44;138;78;91;38;16;32;69;21;11;7,090909091;12,54545455;8,272727273;1,454545455;1,909090909;4;7,090909091;3,454545455;2,909090909;1,909090909
69;40;163;88;99;30;33;30;78;22;12;5,75;13,58333333;8,25;2,75;1,833333333;3,333333333;7,333333333;2,5;2,5;1,833333333
72;42;178;98;107;34;34;36;106;41;13;5,538461538;13,69230769;8,230769231;2,615384615;3,153846154;3,230769231;7,538461538;2,615384615;2,769230769;3,153846154
141;77;197;108;105;40;35;50;103;32;14;10,07142857;14,07142857;7,5;2,5;2,285714286;5,5;7,714285714;2,857142857;3,571428571;2,285714286
138;76;212;118;142;42;35;46;142;26;15;9,2;14,13333333;9,466666667;2,333333333;1,733333333;5,066666667;7,866666667;2,8;3,066666667;1,733333333
151;83;235;128;135;44;39;44;96;47;16;9,4375;14,6875;8,4375;2,4375;2,9375;5,1875;8;2,75;2,75;2,9375
184;100;260;140;136;48;46;66;71;37;17;10,82352941;15,29411765;8;2,705882353;2,176470588;5,882352941;8,235294118;2,823529412;3,882352941;2,176470588
151;84;277;152;139;54;34;56;160;51;18;8,388888889;15,38888889;7,722222222;1,888888889;2,833333333;4,666666667;8,444444444;3;3,111111111;2,833333333
168;93;304;164;152;62;61;64;116;58;19;8,842105263;16;8;3,210526316;3,052631579;4,894736842;8,631578947;3,263157895;3,368421053;3,052631579
213;116;325;176;173;54;39;68;116;52;20;10,65;16,25;8,65;1,95;2,6;5,8;8,8;2,7;3,4;2,6
274;147;346;188;242;72;67;88;282;56;21;13,04761905;16,47619048;11,52380952;3,19047619;2,666666667;7;8,952380952;3,428571429;4,19047619;2,666666667
205;113;367;200;233;54;56;84;180;55;22;9,318181818;16,68181818;10,59090909;2,545454545;2,5;5,136363636;9,090909091;2,454545455;3,818181818;2,5
222;122;392;212;251;78;57;80;332;69;23;9,652173913;17,04347826;10,91304348;2,47826087;3;5,304347826;9,217391304;3,391304348;3,47826087;3
333;178;411;224;230;80;77;94;140;60;24;13,875;17,125;9,583333333;3,208333333;2,5;7,416666667;9,333333333;3,333333333;3,916666667;2,5
310;167;436;236;278;68;106;130;224;72;25;12,4;17,44;11,12;4,24;2,88;6,68;9,44;2,72;5,2;2,88
375;200;461;248;252;96;66;114;198;89;26;14,42307692;17,73076923;9,692307692;2,538461538;3,423076923;7,692307692;9,538461538;3,692307692;4,384615385;3,423076923
332;179;478;260;270;84;66;88;250;99;27;12,2962963;17,7037037;10;2,444444444;3,666666667;6,62962963;9,62962963;3,111111111;3,259259259;3,666666667
393;210;491;272;270;78;83;102;266;91;28;14,03571429;17,53571429;9,642857143;2,964285714;3,25;7,5;9,714285714;2,785714286;3,642857143;3,25
498;263;530;284;301;86;71;102;240;102;29;17,17241379;18,27586207;10,37931034;2,448275862;3,517241379;9,068965517;9,793103448;2,965517241;3,517241379;3,517241379
345;187;547;296;376;120;97;108;273;96;30;11,5;18,23333333;12,53333333;3,233333333;3,2;6,233333333;9,866666667;4;3,6;3,2
454;242;572;308;394;166;76;124;235;102;31;14,64516129;18,4516129;12,70967742;2,451612903;3,290322581;7,806451613;9,935483871;5,35483871;4;3,290322581
455;243;591;320;395;162;87;132;261;120;32;14,21875;18,46875;12,34375;2,71875;3,75;7,59375;10;5,0625;4,125;3,75
446;239;622;334;362;110;91;130;250;119;33;13,51515152;18,84848485;10,96969697;2,757575758;3,606060606;7,242424242;10,12121212;3,333333333;3,939393939;3,606060606
465;249;645;348;444;128;77;120;330;127;34;13,67647059;18,97058824;13,05882353;2,264705882;3,735294118;7,323529412;10,23529412;3,764705882;3,529411765;3,735294118
602;318;672;362;448;104;98;144;323;153;35;17,2;19,2;12,8;2,8;4,371428571;9,085714286;10,34285714;2,971428571;4,114285714;4,371428571
721;378;711;376;472;178;95;136;373;138;36;20,02777778;19,75;13,11111111;2,638888889;3,833333333;10,5;10,44444444;4,944444444;3,777777778;3,833333333
568;302;716;390;427;144;78;136;309;118;37;15,35135135;19,35135135;11,54054054;2,108108108;3,189189189;8,162162162;10,54054054;3,891891892;3,675675676;3,189189189
719;378;751;404;471;116;178;148;416;153;38;18,92105263;19,76315789;12,39473684;4,684210526;4,026315789;9,947368421;10,63157895;3,052631579;3,894736842;4,026315789
854;446;770;418;493;154;99;156;343;159;39;21,8974359;19,74358974;12,64102564;2,538461538;4,076923077;11,43589744;10,71794872;3,948717949;4;4,076923077
757;398;807;432;441;136;140;156;434;171;40;18,925;20,175;11,025;3,5;4,275;9,95;10,8;3,4;3,9;4,275
948;494;836;446;557;170;123;166;410;195;41;23,12195122;20,3902439;13,58536585;3;4,756097561;12,04878049;10,87804878;4,146341463;4,048780488;4,756097561
955;498;863;460;572;226;133;166;459;184;42;22,73809524;20,54761905;13,61904762;3,166666667;4,380952381;11,85714286;10,95238095;5,380952381;3,952380952;4,380952381
952;497;884;474;546;196;162;166;518;135;43;22,13953488;20,55813953;12,69767442;3,76744186;3,139534884;11,55813953;11,02325581;4,558139535;3,860465116;3,139534884
1043;543;903;488;502;204;169;220;479;172;44;23,70454545;20,52272727;11,40909091;3,840909091;3,909090909;12,34090909;11,09090909;4,636363636;5;3,909090909
876;460;934;502;510;220;137;194;722;216;45;19,46666667;20,75555556;11,33333333;3,044444444;4,8;10,22222222;11,15555556;4,888888889;4,311111111;4,8
1281;663;967;516;611;208;158;182;603;238;46;27,84782609;21,02173913;13,2826087;3,434782609;5,173913043;14,41304348;11,2173913;4,52173913;3,956521739;5,173913043
1342;694;990;530;542;180;198;228;499;161;47;28,55319149;21,06382979;11,53191489;4,212765957;3,425531915;14,76595745;11,27659574;3,829787234;4,85106383;3,425531915
1233;640;1017;544;613;230;187;260;609;146;48;25,6875;21,1875;12,77083333;3,895833333;3,041666667;13,33333333;11,33333333;4,791666667;5,416666667;3,041666667
1260;654;1048;558;632;220;229;214;530;192;49;25,71428571;21,3877551;12,89795918;4,673469388;3,918367347;13,34693878;11,3877551;4,489795918;4,367346939;3,918367347
1281;665;1063;572;886;202;217;288;544;189;50;25,62;21,26;17,72;4,34;3,78;13,3;11,44;4,04;5,76;3,78
1272;661;1082;586;695;260;189;186;785;314;51;24,94117647;21,21568627;13,62745098;3,705882353;6,156862745;12,96078431;11,49019608;5,098039216;3,647058824;6,156862745
1533;792;1103;600;689;192;206;280;579;193;52;29,48076923;21,21153846;13,25;3,961538462;3,711538462;15,23076923;11,53846154;3,692307692;5,384615385;3,711538462
1656;854;1128;614;899;338;197;240;719;199;53;31,24528302;21,28301887;16,96226415;3,716981132;3,754716981;16,11320755;11,58490566;6,377358491;4,528301887;3,754716981
1559;806;1167;628;974;252;198;236;924;176;54;28,87037037;21,61111111;18,03703704;3,666666667;3,259259259;14,92592593;11,62962963;4,666666667;4,37037037;3,259259259
1522;788;1200;642;726;208;192;260;680;231;55;27,67272727;21,81818182;13,2;3,490909091;4,2;14,32727273;11,67272727;3,781818182;4,727272727;4,2
1635;845;1223;656;952;294;178;254;745;221;56;29,19642857;21,83928571;17;3,178571429;3,946428571;15,08928571;11,71428571;5,25;4,535714286;3,946428571
1714;885;1258;670;767;310;176;226;644;222;57;30,07017544;22,07017544;13,45614035;3,087719298;3,894736842;15,52631579;11,75438596;5,438596491;3,964912281;3,894736842
1819;938;1283;684;1031;336;229;272;731;291;58;31,36206897;22,12068966;17,77586207;3,948275862;5,017241379;16,17241379;11,79310345;5,793103448;4,689655172;5,017241379
1946;1002;1310;698;913;328;225;254;719;272;59;32,98305085;22,20338983;15,47457627;3,813559322;4,610169492;16,98305085;11,83050847;5,559322034;4,305084746;4,610169492
1649;854;1339;712;809;248;225;260;835;355;60;27,48333333;22,31666667;13,48333333;3,75;5,916666667;14,23333333;11,86666667;4,133333333;4,333333333;5,916666667
2074;1067;1374;726;999;292;233;264;706;323;61;34;22,52459016;16,37704918;3,819672131;5,295081967;17,49180328;11,90163934;4,786885246;4,327868852;5,295081967
1889;975;1393;740;770;260;166;252;699;236;62;30,46774194;22,46774194;12,41935484;2,677419355;3,806451613;15,72580645;11,93548387;4,193548387;4,064516129;3,806451613
1712;887;1414;754;945;318;200;274;817;317;63;27,17460317;22,44444444;15;3,174603175;5,031746032;14,07936508;11,96825397;5,047619048;4,349206349;5,031746032
2061;1062;1443;768;934;408;243;284;838;249;64;32,203125;22,546875;14,59375;3,796875;3,890625;16,59375;12;6,375;4,4375;3,890625
2008;1036;1474;784;893;344;201;266;1154;432;65;30,89230769;22,67692308;13,73846154;3,092307692;6,646153846;15,93846154;12,06153846;5,292307692;4,092307692;6,646153846
2207;1136;1499;800;885;266;247;298;804;338;66;33,43939394;22,71212121;13,40909091;3,742424242;5,121212121;17,21212121;12,12121212;4,03030303;4,515151515;5,121212121
2042;1054;1538;816;968;354;349;348;762;268;67;30,47761194;22,95522388;14,44776119;5,208955224;4;15,73134328;12,17910448;5,28358209;5,194029851;4
2329;1198;1563;832;1102;412;246;306;856;316;68;34,25;22,98529412;16,20588235;3,617647059;4,647058824;17,61764706;12,23529412;6,058823529;4,5;4,647058824
2396;1232;1582;848;927;366;227;282;909;375;69;34,72463768;22,92753623;13,43478261;3,289855072;5,434782609;17,85507246;12,28985507;5,304347826;4,086956522;5,434782609
2393;1231;1625;864;1313;516;258;330;918;260;70;34,18571429;23,21428571;18,75714286;3,685714286;3,714285714;17,58571429;12,34285714;7,371428571;4,714285714;3,714285714
2422;1246;1640;880;982;352;232;312;905;261;71;34,11267606;23,09859155;13,83098592;3,267605634;3,676056338;17,54929577;12,3943662;4,957746479;4,394366197;3,676056338
2637;1354;1689;896;1123;398;223;342;1122;416;72;36,625;23,45833333;15,59722222;3,097222222;5,777777778;18,80555556;12,44444444;5,527777778;4,75;5,777777778
2388;1230;1722;912;978;364;313;306;944;336;73;32,71232877;23,5890411;13,39726027;4,287671233;4,602739726;16,84931507;12,49315068;4,98630137;4,191780822;4,602739726
2763;1418;1701;928;1046;352;293;324;1159;526;74;37,33783784;22,98648649;14,13513514;3,959459459;7,108108108;19,16216216;12,54054054;4,756756757;4,378378378;7,108108108
2838;1456;1784;944;1225;432;297;358;987;387;75;37,84;23,78666667;16,33333333;3,96;5,16;19,41333333;12,58666667;5,76;4,773333333;5,16
3185;1630;1801;960;1330;444;302;342;1067;334;76;41,90789474;23,69736842;17,5;3,973684211;4,394736842;21,44736842;12,63157895;5,842105263;4,5;4,394736842
3148;1612;1848;976;1186;316;270;360;963;338;77;40,88311688;24;15,4025974;3,506493506;4,38961039;20,93506494;12,67532468;4,103896104;4,675324675;4,38961039
2947;1512;1843;992;1109;384;387;394;946;347;78;37,78205128;23,62820513;14,21794872;4,961538462;4,448717949;19,38461538;12,71794872;4,923076923;5,051282051;4,448717949
2744;1411;1886;1008;1320;416;278;372;1239;443;79;34,73417722;23,87341772;16,70886076;3,518987342;5,607594937;17,86075949;12,75949367;5,265822785;4,708860759;5,607594937
3107;1593;1915;1024;1166;438;284;384;1092;406;80;38,8375;23,9375;14,575;3,55;5,075;19,9125;12,8;5,475;4,8;5,075
3684;1882;1968;1040;1183;402;373;386;1058;351;81;45,48148148;24,2962963;14,60493827;4,604938272;4,333333333;23,2345679;12,83950617;4,962962963;4,765432099;4,333333333
3357;1719;1993;1056;1423;534;352;394;1075;373;82;40,93902439;24,30487805;17,35365854;4,292682927;4,548780488;20,96341463;12,87804878;6,512195122;4,804878049;4,548780488
3552;1817;2020;1072;1296;438;330;378;1119;442;83;42,79518072;24,3373494;15,61445783;3,975903614;5,325301205;21,89156627;12,91566265;5,277108434;4,554216867;5,325301205
3761;1922;2041;1088;1764;466;359;396;1297;611;84;44,77380952;24,29761905;21;4,273809524;7,273809524;22,88095238;12,95238095;5,547619048;4,714285714;7,273809524
3628;1856;2074;1104;1231;438;314;396;1225;486;85;42,68235294;24,4;14,48235294;3,694117647;5,717647059;21,83529412;12,98823529;5,152941176;4,658823529;5,717647059
3675;1880;2099;1120;1455;502;312;452;1196;554;86;42,73255814;24,40697674;16,91860465;3,627906977;6,441860465;21,86046512;13,02325581;5,837209302;5,255813953;6,441860465
4300;2193;2140;1136;1337;418;446;470;1174;385;87;49,42528736;24,59770115;15,36781609;5,126436782;4,425287356;25,20689655;13,05747126;4,804597701;5,402298851;4,425287356
4333;2210;2135;1152;1344;476;362;440;1371;655;88;49,23863636;24,26136364;15,27272727;4,113636364;7,443181818;25,11363636;13,09090909;5,409090909;5;7,443181818
3988;2038;2200;1168;1659;496;343;418;1390;493;89;44,80898876;24,71910112;18,64044944;3,853932584;5,539325843;22,8988764;13,12359551;5,573033708;4,696629213;5,539325843
4195;2142;2197;1184;1789;518;372;444;1479;512;90;46,61111111;24,41111111;19,87777778;4,133333333;5,688888889;23,8;13,15555556;5,755555556;4,933333333;5,688888889
3958;2024;2238;1200;1535;548;297;440;1514;614;91;43,49450549;24,59340659;16,86813187;3,263736264;6,747252747;22,24175824;13,18681319;6,021978022;4,835164835;6,747252747
4119;2105;2295;1216;1627;598;325;440;1492;503;92;44,77173913;24,94565217;17,68478261;3,532608696;5,467391304;22,88043478;13,2173913;6,5;4,782608696;5,467391304
4644;2368;2312;1232;1504;554;462;574;1444;552;93;49,93548387;24,86021505;16,17204301;4,967741935;5,935483871;25,46236559;13,24731183;5,956989247;6,172043011;5,935483871
4743;2418;2325;1248;1492;434;577;486;1339;406;94;50,45744681;24,73404255;15,87234043;6,138297872;4,319148936;25,72340426;13,27659574;4,617021277;5,170212766;4,319148936
4698;2396;2376;1264;1517;468;416;480;1361;478;95;49,45263158;25,01052632;15,96842105;4,378947368;5,031578947;25,22105263;13,30526316;4,926315789;5,052631579;5,031578947
4693;2394;2409;1280;1432;542;355;452;1548;683;96;48,88541667;25,09375;14,91666667;3,697916667;7,114583333;24,9375;13,33333333;5,645833333;4,708333333;7,114583333
5094;2595;2436;1296;1470;450;457;468;1332;441;97;52,51546392;25,11340206;15,15463918;4,711340206;4,546391753;26,75257732;13,36082474;4,639175258;4,824742268;4,546391753
4801;2449;2457;1312;1965;828;361;512;1605;544;98;48,98979592;25,07142857;20,05102041;3,683673469;5,551020408;24,98979592;13,3877551;8,448979592;5,224489796;5,551020408
5008;2553;2490;1328;2040;578;364;474;1909;671;99;50,58585859;25,15151515;20,60606061;3,676767677;6,777777778;25,78787879;13,41414141;5,838383838;4,787878788;6,777777778
4801;2450;2527;1344;1685;564;420;470;1499;522;100;48,01;25,27;16,85;4,2;5,22;24,5;13,44;5,64;4,7;5,22
4668;2384;2534;1360;1821;646;424;504;1478;628;101;46,21782178;25,08910891;18,02970297;4,198019802;6,217821782;23,6039604;13,46534653;6,396039604;4,99009901;6,217821782
4701;2401;2571;1376;1824;504;573;664;1392;574;102;46,08823529;25,20588235;17,88235294;5,617647059;5,62745098;23,53921569;13,49019608;4,941176471;6,509803922;5,62745098
5634;2868;2622;1392;1938;744;361;466;1497;540;103;54,69902913;25,45631068;18,81553398;3,504854369;5,242718447;27,84466019;13,51456311;7,223300971;4,524271845;5,242718447
5441;2772;2669;1408;1766;574;626;500;1610;699;104;52,31730769;25,66346154;16,98076923;6,019230769;6,721153846;26,65384615;13,53846154;5,519230769;4,807692308;6,721153846
5478;2791;2682;1424;1575;590;397;476;1822;634;105;52,17142857;25,54285714;15;3,780952381;6,038095238;26,58095238;13,56190476;5,619047619;4,533333333;6,038095238
5845;2975;2709;1440;1693;528;491;478;1402;572;106;55,14150943;25,55660377;15,97169811;4,632075472;5,396226415;28,06603774;13,58490566;4,981132075;4,509433962;5,396226415
5518;2812;2746;1456;1840;726;583;614;1526;578;107;51,57009346;25,6635514;17,19626168;5,448598131;5,401869159;26,28037383;13,60747664;6,785046729;5,738317757;5,401869159
5677;2892;2759;1472;1709;554;675;762;1559;616;108;52,56481481;25,5462963;15,82407407;6,25;5,703703704;26,77777778;13,62962963;5,12962963;7,055555556;5,703703704
6126;3117;2772;1488;2343;884;615;758;1442;577;109;56,20183486;25,43119266;21,49541284;5,642201835;5,293577982;28,59633028;13,65137615;8,110091743;6,95412844;5,293577982
6687;3398;2835;1504;1794;582;509;612;1750;765;110;60,79090909;25,77272727;16,30909091;4,627272727;6,954545455;30,89090909;13,67272727;5,290909091;5,563636364;6,954545455
6008;3059;2864;1520;1803;554;408;558;1804;603;111;54,12612613;25,8018018;16,24324324;3,675675676;5,432432432;27,55855856;13,69369369;4,990990991;5,027027027;5,432432432
6183;3147;2891;1536;1932;700;533;670;1771;568;112;55,20535714;25,8125;17,25;4,758928571;5,071428571;28,09821429;13,71428571;6,25;5,982142857;5,071428571
6686;3399;2944;1552;2026;604;569;604;1857;764;113;59,16814159;26,05309735;17,92920354;5,03539823;6,761061947;30,07964602;13,73451327;5,345132743;5,345132743;6,761061947
6321;3217;2931;1568;1966;814;626;664;1654;587;114;55,44736842;25,71052632;17,24561404;5,49122807;5,149122807;28,21929825;13,75438596;7,140350877;5,824561404;5,149122807
7038;3576;2978;1584;1999;736;491;570;1614;672;115;61,2;25,89565217;17,3826087;4,269565217;5,843478261;31,09565217;13,77391304;6,4;4,956521739;5,843478261
6477;3296;3023;1600;2600;984;378;558;1659;645;116;55,8362069;26,06034483;22,4137931;3,25862069;5,560344828;28,4137931;13,79310345;8,482758621;4,810344828;5,560344828
6498;3307;3068;1616;2210;912;398;536;1688;778;117;55,53846154;26,22222222;18,88888889;3,401709402;6,64957265;28,26495726;13,81196581;7,794871795;4,581196581;6,64957265
7113;3615;3055;1632;2143;778;624;704;1865;806;118;60,27966102;25,88983051;18,16101695;5,288135593;6,830508475;30,63559322;13,83050847;6,593220339;5,966101695;6,830508475
7178;3648;3122;1648;2092;624;444;556;1878;793;119;60,31932773;26,23529412;17,57983193;3,731092437;6,663865546;30,65546218;13,8487395;5,243697479;4,672268908;6,663865546
7873;3996;3131;1664;2100;724;468;624;1754;659;120;65,60833333;26,09166667;17,5;3,9;5,491666667;33,3;13,86666667;6,033333333;5,2;5,491666667
7682;3901;3178;1680;1897;654;560;676;1934;533;121;63,48760331;26,26446281;15,67768595;4,628099174;4,404958678;32,23966942;13,88429752;5,404958678;5,58677686;4,404958678
7135;3628;3199;1696;2051;698;600;632;2022;903;122;58,48360656;26,22131148;16,81147541;4,918032787;7,401639344;29,73770492;13,90163934;5,721311475;5,180327869;7,401639344
7644;3883;3244;1712;1954;554;602;622;2176;955;123;62,14634146;26,37398374;15,88617886;4,894308943;7,764227642;31,56910569;13,91869919;4,504065041;5,056910569;7,764227642
8207;4165;3269;1728;2176;712;591;642;1926;819;124;66,18548387;26,36290323;17,5483871;4,766129032;6,60483871;33,58870968;13,93548387;5,741935484;5,177419355;6,60483871
7748;3936;3296;1744;2409;776;549;656;1710;682;125;61,984;26,368;19,272;4,392;5,456;31,488;13,952;6,208;5,248;5,456
7055;3590;3333;1760;2591;1040;523;654;2211;941;126;55,99206349;26,45238095;20,56349206;4,150793651;7,468253968;28,49206349;13,96825397;8,253968254;5,19047619;7,468253968
7246;3686;3374;1776;2536;860;657;638;2023;659;127;57,05511811;26,56692913;19,96850394;5,173228346;5,188976378;29,02362205;13,98425197;6,771653543;5,023622047;5,188976378
8539;4333;3393;1792;2770;750;560;578;2006;800;128;66,7109375;26,5078125;21,640625;4,375;6,25;33,8515625;14;5,859375;4,515625;6,25
9060;4594;3418;1810;2453;932;703;750;1967;632;129;70,23255814;26,49612403;19,01550388;5,449612403;4,899224806;35,6124031;14,03100775;7,224806202;5,813953488;4,899224806
8083;4106;3469;1828;2174;790;641;666;2044;679;130;62,17692308;26,68461538;16,72307692;4,930769231;5,223076923;31,58461538;14,06153846;6,076923077;5,123076923;5,223076923
9604;4867;3494;1846;2200;796;599;702;2164;646;131;73,3129771;26,67175573;16,79389313;4,572519084;4,93129771;37,15267176;14,09160305;6,076335878;5,358778626;4,93129771
9681;4906;3533;1864;2254;652;535;676;2198;800;132;73,34090909;26,76515152;17,07575758;4,053030303;6,060606061;37,16666667;14,12121212;4,939393939;5,121212121;6,060606061
9274;4703;3566;1882;2477;868;583;720;2097;933;133;69,72932331;26,81203008;18,62406015;4,383458647;7,015037594;35,36090226;14,15037594;6,526315789;5,413533835;7,015037594
8921;4527;3581;1900;2300;836;615;824;2524;853;134;66,57462687;26,7238806;17,1641791;4,589552239;6,365671642;33,78358209;14,17910448;6,23880597;6,149253731;6,365671642
8744;4439;3640;1918;2357;834;520;668;2297;902;135;64,77037037;26,96296296;17,45925926;3,851851852;6,681481481;32,88148148;14,20740741;6,177777778;4,948148148;6,681481481
9997;5066;3667;1936;2598;934;683;782;2209;803;136;73,50735294;26,96323529;19,10294118;5,022058824;5,904411765;37,25;14,23529412;6,867647059;5,75;5,904411765
9684;4910;3696;1954;2431;912;828;810;2187;708;137;70,68613139;26,97810219;17,74452555;6,04379562;5,167883212;35,83941606;14,26277372;6,656934307;5,912408759;5,167883212
8471;4304;3751;1972;2883;904;692;738;2211;845;138;61,38405797;27,18115942;20,89130435;5,014492754;6,123188406;31,1884058;14,28985507;6,550724638;5,347826087;6,123188406
9610;4874;3746;1990;2729;894;654;768;2233;894;139;69,13669065;26,94964029;19,63309353;4,705035971;6,431654676;35,0647482;14,31654676;6,431654676;5,525179856;6,431654676
10109;5124;3799;2008;2387;816;753;846;2085;888;140;72,20714286;27,13571429;17,05;5,378571429;6,342857143;36,6;14,34285714;5,828571429;6,042857143;6,342857143
10146;5143;3840;2026;2696;970;661;760;2321;801;141;71,95744681;27,23404255;19,12056738;4,687943262;5,680851064;36,4751773;14,36879433;6,879432624;5,390070922;5,680851064
10613;5377;3861;2044;2677;894;582;722;2628;1274;142;74,73943662;27,19014085;18,85211268;4,098591549;8,971830986;37,86619718;14,3943662;6,295774648;5,084507042;8,971830986
9704;4923;3922;2062;2600;920;553;702;2325;727;143;67,86013986;27,42657343;18,18181818;3,867132867;5,083916084;34,42657343;14,41958042;6,433566434;4,909090909;5,083916084
10635;5389;3917;2080;3189;1030;712;826;2666;1199;144;73,85416667;27,20138889;22,14583333;4,944444444;8,326388889;37,42361111;14,44444444;7,152777778;5,736111111;8,326388889
10990;5567;3970;2098;2897;1018;746;762;2812;729;145;75,79310345;27,37931034;19,97931034;5,144827586;5,027586207;38,39310345;14,46896552;7,020689655;5,255172414;5,027586207
10343;5244;3995;2116;2718;1002;729;814;2525;870;146;70,84246575;27,3630137;18,61643836;4,993150685;5,95890411;35,91780822;14,49315068;6,863013699;5,575342466;5,95890411
11426;5786;4042;2134;3223;1188;603;772;2353;899;147;77,72789116;27,49659864;21,92517007;4,102040816;6,115646259;39,36054422;14,5170068;8,081632653;5,25170068;6,115646259
10251;5199;4067;2152;2988;1040;780;856;2597;832;148;69,26351351;27,47972973;20,18918919;5,27027027;5,621621622;35,12837838;14,54054054;7,027027027;5,783783784;5,621621622
11332;5740;4128;2170;2975;1198;708;788;2273;832;149;76,05369128;27,70469799;19,96644295;4,751677852;5,583892617;38,52348993;14,56375839;8,040268456;5,288590604;5,583892617
11705;5927;4143;2188;2677;1006;911;992;2642;777;150;78,03333333;27,62;17,84666667;6,073333333;5,18;39,51333333;14,58666667;6,706666667;6,613333333;5,18
11630;5890;4150;2206;2944;1034;697;794;2281;939;151;77,01986755;27,48344371;19,49668874;4,61589404;6,218543046;39,00662252;14,60927152;6,847682119;5,258278146;6,218543046
12147;6149;4199;2224;2664;956;605;764;2518;819;152;79,91447368;27,625;17,52631579;3,980263158;5,388157895;40,45394737;14,63157895;6,289473684;5,026315789;5,388157895
11510;5831;4248;2242;3420;1090;926;868;2566;863;153;75,22875817;27,76470588;22,35294118;6,052287582;5,640522876;38,11111111;14,65359477;7,124183007;5,673202614;5,640522876
12643;6398;4269;2260;3064;992;764;928;2609;792;154;82,0974026;27,72077922;19,8961039;4,961038961;5,142857143;41,54545455;14,67532468;6,441558442;6,025974026;5,142857143
11520;5837;4340;2278;2862;1006;811;812;2643;908;155;74,32258065;28;18,46451613;5,232258065;5,858064516;37,65806452;14,69677419;6,490322581;5,238709677;5,858064516
12219;6187;4319;2296;2674;910;1002;1038;2627;1108;156;78,32692308;27,68589744;17,14102564;6,423076923;7,102564103;39,66025641;14,71794872;5,833333333;6,653846154;7,102564103
11698;5927;4392;2314;3697;1178;779;864;2806;1181;157;74,50955414;27,97452229;23,5477707;4,961783439;7,522292994;37,75159236;14,7388535;7,503184713;5,503184713;7,522292994
13541;6849;4391;2332;3045;986;1121;1072;2876;1001;158;85,70253165;27,79113924;19,2721519;7,094936709;6,335443038;43,34810127;14,75949367;6,240506329;6,784810127;6,335443038
12338;6248;4432;2350;2960;882;914;824;2853;1169;159;77,59748428;27,87421384;18,6163522;5,748427673;7,352201258;39,29559748;14,77987421;5,547169811;5,182389937;7,352201258
13279;6719;4481;2368;2831;940;734;800;2823;967;160;82,99375;28,00625;17,69375;4,5875;6,04375;41,99375;14,8;5,875;5;6,04375
13268;6714;4522;2386;2810;1000;998;1134;2812;1105;161;82,40993789;28,08695652;17,45341615;6,198757764;6,863354037;41,70186335;14,81987578;6,211180124;7,043478261;6,863354037
12601;6381;4519;2404;3239;1156;914;920;2555;956;162;77,78395062;27,89506173;19,99382716;5,641975309;5,901234568;39,38888889;14,83950617;7,135802469;5,679012346;5,901234568
13852;7007;4556;2422;3145;1326;804;844;2720;1211;163;84,98159509;27,95092025;19,29447853;4,932515337;7,429447853;42,98773006;14,85889571;8,134969325;5,17791411;7,429447853
13457;6810;4609;2440;2962;1062;1097;1164;2757;939;164;82,05487805;28,10365854;18,06097561;6,68902439;5,725609756;41,52439024;14,87804878;6,475609756;7,097560976;5,725609756
13864;7014;4622;2458;3251;1064;730;896;2735;1067;165;84,02424242;28,01212121;19,7030303;4,424242424;6,466666667;42,50909091;14,8969697;6,448484848;5,43030303;6,466666667
13383;6774;4679;2476;3364;1090;809;892;2909;1324;166;80,62048193;28,18674699;20,26506024;4,873493976;7,975903614;40,80722892;14,91566265;6,56626506;5,373493976;7,975903614
12932;6549;4716;2494;2853;978;733;930;3122;891;167;77,43712575;28,23952096;17,08383234;4,389221557;5,335329341;39,21556886;14,93413174;5,856287425;5,568862275;5,335329341
13703;6935;4741;2512;3452;1192;845;1028;2599;960;168;81,56547619;28,2202381;20,54761905;5,029761905;5,714285714;41,2797619;14,95238095;7,095238095;6,119047619;5,714285714
