insertion (cmp);insertion (swp);merge (cmp);merge (swp);quick (cmp);quick (swp);dual pivot (cmp);dual pivot (swp);hybrid (cmp);hybrid (swp);n;insertion (cmp/n);merge (cmp/n);quick (cmp/n);dual pivot (cmp/n);hybrid (cmp/n);insertion (swp/n);merge (swp/n);quick (swp/n);dual pivot (swp/n);hybrid (swp/n);wpolczynnik QS;wspolczynnik DP QS
218063;109361;23859;12472;17369;6344;4447;4784;15899;6063;660;330,3984848;36,15;26,31666667;6,737878788;9,186363636;165,6984848;18,8969697;9,612121212;7,248484848;9,186363636;1,480555472;1,116484454
218732;109696;23896;12494;17489;6350;4551;4874;16018;6077;661;330,9107413;36,15128593;26,45839637;6,885022693;9,193645991;165,9546142;18,90166415;9,606656581;7,373676248;9,193645991;1,479368762;1,135502889
220592;110626;23945;12516;17217;6235;4475;4811;16112;6126;662;333,2205438;36,17069486;26,00755287;6,759818731;9,253776435;167,1087613;18,90634441;9,418429003;7,267371601;9,253776435;1,450045256;1,118872129
220526;110594;23984;12538;17418;6317;4461;4806;15752;5964;663;332,6184012;36,17496229;26,27149321;6,728506787;8,995475113;166,8084465;18,91101056;9,527903469;7,248868778;8,995475113;1,466558944;1,115764174
220797;110730;24023;12560;17213;6202;4468;4850;16177;6136;664;332,5256024;36,17921687;25,92319277;6,728915663;9,240963855;166,7620482;18,91566265;9,340361446;7,304216867;9,240963855;1,437358556;1,124022734
222236;111450;24071;12582;17517;6307;4557;4902;16114;6116;665;334,1894737;36,19699248;26,34135338;6,852631579;9,196992481;167,593985;18,92030075;9,484210526;7,371428571;9,196992481;1,459157118;1,134103091
221584;111124;24112;12604;17665;6368;4552;4843;16369;6282;666;332,7087087;36,2042042;26,52402402;6,834834835;9,432432432;166,8528529;18,92492492;9,561561562;7,271771772;9,432432432;1,470717665;1,118512194
222420;111543;24159;12626;17602;6344;4630;4911;16298;6264;667;333,4632684;36,22038981;26,3898051;6,941529235;9,391304348;167,2308846;18,92953523;9,511244378;7,362818591;9,391304348;1,462640545;1,132255315
223687;112177;24194;12648;17592;6386;4482;4852;16262;6205;668;334,8607784;36,21856287;26,33532934;6,709580838;9,288922156;167,9296407;18,93413174;9,55988024;7,263473054;9,288922156;1,469781164;1,116720671
223806;112237;24240;12670;17595;6360;4508;4914;16289;6214;669;334,5381166;36,23318386;26,30044843;6,738415546;9,288490284;167,7683109;18,9387145;9,506726457;7,34529148;9,288490284;1,461272979;1,129040161
224450;112559;24279;12692;17395;6240;4606;4941;16434;6241;670;335;36,23731343;25,96268657;6,874626866;9,314925373;167,9985075;18,94328358;9,313432836;7,374626866;9,314925373;1,431233343;1,133289094
224969;112819;24319;12714;17602;6457;4551;4950;16129;6112;671;335,2742176;36,24292101;26,23248882;6,782414307;9,108792846;168,1356185;18,94783905;9,62295082;7,37704918;9,108792846;1,478459386;1,133401573
225111;112891;24367;12736;17814;6425;4639;4957;16234;6237;672;334,9866071;36,26041667;26,50892857;6,90327381;9,28125;167,9925595;18,95238095;9,561011905;7,376488095;9,28125;1,468607143;1,133056126
226849;113760;24412;12758;17735;6508;4535;4864;16212;6060;673;337,0713224;36,27340267;26,35215453;6,738484398;9,004457652;169,0341753;18,95690936;9,67013373;7,227340267;9,004457652;1,485029472;1,109892955
227017;113845;24449;12780;17556;6358;4574;4996;16314;6164;674;336,8204748;36,27448071;26,04747774;6,786350148;9,145400593;168,9094955;18,96142433;9,433234421;7,412462908;9,145400593;1,448318923;1,138062495
227922;114298;24489;12802;17652;6369;4551;4897;16305;6246;675;337,6622222;36,28;26,15111111;6,742222222;9,253333333;169,3303704;18,96592593;9,435555556;7,254814815;9,253333333;1,448345615;1,113604722
227852;114263;24536;12824;17718;6464;4712;5059;16377;6296;676;337,0591716;36,29585799;26,21005917;6,970414201;9,313609467;169,0281065;18,9704142;9,562130178;7,483727811;9,313609467;1,467441199;1,148481594
229426;115051;24577;12846;17770;6455;4662;4951;16536;6313;677;338,8862629;36,3028065;26,24815362;6,886262925;9,324963072;169,9423929;18,97488922;9,534711965;7,313146233;9,324963072;1,462901635;1,122048954
230229;115453;24618;12868;17995;6414;4614;4966;16407;6217;678;339,5707965;36,30973451;26,54129794;6,805309735;9,169616519;170,2846608;18,97935103;9,460176991;7,324483776;9,169616519;1,451137177;1,123534023
230023;115350;24662;12890;17825;6450;4706;4990;16725;6464;679;338,7673049;36,32106038;26,25184094;6,93078056;9,51988218;169,8821797;18,98379971;9,499263623;7,34904271;9,51988218;1,456803491;1,127046422
231309;115994;24703;12912;17898;6580;4710;5052;16473;6232;680;340,1602941;36,32794118;26,32058824;6,926470588;9,164705882;170,5794118;18,98823529;9,676470588;7,429411765;9,164705882;1,483645034;1,139114697
231275;115977;24750;12934;18077;6567;4737;5064;16641;6283;681;339,6108664;36,34361233;26,54478708;6,955947137;9,226138032;170,3039648;18,99265786;9,643171806;7,436123348;9,226138032;1,478206439;1,139886921
232098;116389;24786;12956;18146;6637;4707;5008;16646;6240;682;340,3196481;36,3431085;26,60703812;6,901759531;9,149560117;170,6583578;18,99706745;9,731671554;7,343108504;9,149560117;1,491437137;1,125375499
234151;117416;24828;12978;18122;6554;4623;4978;16560;6400;683;342,8272328;36,35139092;26,5329429;6,768667643;9,370424597;171,9121523;19,00146413;9,595900439;7,288433382;9,370424597;1,470299241;1,116745441
234760;117721;24876;13000;18062;6561;4722;5060;16836;6448;684;343,2163743;36,36842105;26,40643275;6,903508772;9,426900585;172,1067251;19,00584795;9,592105263;7,397660819;9,426900585;1,469388342;1,133227406
234924;117804;24913;13022;18234;6664;4717;5043;16669;6267;685;342,9547445;36,36934307;26,6189781;6,886131387;9,148905109;171,9766423;19,01021898;9,728467153;7,362043796;9,148905109;1,489943806;1,127518999
235690;118187;24959;13044;18065;6565;4655;5026;16738;6369;686;343,5714286;36,38338192;26,33381924;6,785714286;9,28425656;172,2842566;19,01457726;9,569970845;7,326530612;9,28425656;1,465342239;1,121829413
235645;118165;24996;13066;18092;6559;4746;5063;16753;6436;687;343,0058224;36,38427948;26,33478894;6,908296943;9,368267831;172,0014556;19,01892285;9,547307132;7,369723435;9,368267831;1,461546012;1,12819141
236193;118440;25041;13088;18033;6520;4777;5073;16697;6326;688;343,3037791;36,39680233;26,21075581;6,943313953;9,194767442;172,1511628;19,02325581;9,476744186;7,373546512;9,194767442;1,450420946;1,128525377
237512;119100;25088;13110;18122;6590;4718;5059;16716;6417;689;344,7198839;36,41219158;26,30188679;6,847605225;9,313497823;172,8592163;19,0275762;9,564586357;7,342525399;9,313497823;1,4635399;1,123527823
238230;119459;25131;13132;18426;6710;4690;5100;16892;6385;690;345,2608696;36,42173913;26,70434783;6,797101449;9,253623188;173,1289855;19,03188406;9,724637681;7,391304348;9,253623188;1,487700243;1,130740871
237978;119334;25167;13154;18336;6767;4789;5119;16684;6397;691;344,3965268;36,4211288;26,53545586;6,930535456;9,257597685;172,6975398;19,03617945;9,793053546;7,408104197;9,257597685;1,497834829;1,133059922
239094;119892;25214;13176;18291;6662;4730;5072;17026;6469;692;345,5115607;36,43641618;26,43208092;6,835260116;9,348265896;173,2543353;19,04046243;9,62716763;7,329479769;9,348265896;1,47213718;1,120786517
240984;120838;25254;13198;18350;6642;4709;5091;16853;6421;693;347,7402597;36,44155844;26,47907648;6,795093795;9,265512266;174,3694084;19,04473304;9,584415584;7,346320346;9,265512266;1,4652762;1,123113691
241024;120858;25296;13220;18680;6792;4712;5082;17204;6643;694;347,29683;36,44956772;26,91642651;6,78962536;9,57204611;174,1469741;19,04899135;9,786743516;7,322766571;9,57204611;1,495878557;1,119266023
241633;121163;25338;13242;18445;6760;4815;5108;17049;6545;695;347,6733813;36,45755396;26,53956835;6,928057554;9,417266187;174,3352518;19,05323741;9,726618705;7,349640288;9,417266187;1,486361512;1,123126421
242576;121635;25382;13264;18373;6789;4798;5142;16934;6458;696;348,5287356;36,4683908;26,39798851;6,893678161;9,278735632;174,762931;19,05747126;9,754310345;7,387931034;9,278735632;1,490265738;1,128729773
242696;121696;25424;13286;18360;6689;4773;5152;16790;6362;697;348,2008608;36,47632712;26,34146341;6,847919656;9,1276901;174,5997131;19,06169297;9,596843615;7,391678623;9,1276901;1,465886387;1,129054667
243155;121926;25465;13308;18483;6660;4791;5184;17116;6518;698;348,3595989;36,48280802;26,47994269;6,863896848;9,338108883;174,6790831;19,06590258;9,541547278;7,426934097;9,338108883;1,457120956;1,134191447
244539;122618;25502;13330;18305;6666;4758;5137;17175;6590;699;349,8412017;36,48354793;26,18741059;6,806866953;9,427753934;175,4191702;19,07010014;9,536480687;7,3490701;9,427753934;1,456028888;1,122055265
245768;123233;25546;13352;18668;6764;4862;5216;16988;6422;700;351,0971429;36,49428571;26,66857143;6,945714286;9,174285714;176,0471429;19,07428571;9,662857143;7,451428571;9,174285714;1,475002083;1,137435078
245728;123214;25586;13374;18428;6730;4798;5204;17044;6407;701;350,5392297;36,49928673;26,28815977;6,844507846;9,139800285;175,7689016;19,07845934;9,600570613;7,423680456;9,139800285;1,46517498;1,13295254
246188;123444;25638;13396;18455;6730;4822;5163;17341;6596;702;350,6951567;36,52136752;26,28917379;6,868945869;9,396011396;175,8461538;19,08262108;9,586894587;7,354700855;9,396011396;1,462769607;1,1221812
248152;124427;25678;13418;18594;6654;4841;5171;17086;6591;703;352,9900427;36,52631579;26,44950213;6,886201991;9,375533428;176,9943101;19,08677098;9,46514936;7,355618777;9,375533428;1,443880099;1,122077546
248750;124726;25715;13440;18619;6866;4893;5219;17233;6538;704;353,3380682;36,52698864;26,44744318;6,950284091;9,286931818;177,1676136;19,09090909;9,752840909;7,413352273;9,286931818;1,487444043;1,13063945
249195;124949;25759;13462;18889;6764;4889;5220;17408;6669;705;353,4680851;36,53758865;26,7929078;6,934751773;9,459574468;177,2326241;19,09503546;9,594326241;7,404255319;9,459574468;1,462951642;1,129007624
250147;125426;25801;13484;18622;6763;4896;5202;17428;6721;706;354,315864;36,54532578;26,37677054;6,934844193;9,519830028;177,6572238;19,09915014;9,579320113;7,368271955;9,519830028;1,460347866;1,123278072
249375;125040;25848;13506;18647;6808;4952;5300;17331;6712;707;352,7227723;36,56011315;26,3748232;7,004243281;9,493635078;176,8599717;19,10325318;9,629420085;7,496463932;9,493635078;1,467668812;1,142574134
250822;125764;25886;13528;18852;6764;4879;5261;17357;6607;708;354,2683616;36,56214689;26,62711864;6,891242938;9,331920904;177,6327684;19,10734463;9,553672316;7,43079096;9,331920904;1,455810088;1,13232065
251409;126058;25930;13550;18942;6931;4864;5236;17213;6585;709;354,596615;36,57263752;26,71650212;6,860366714;9,287729196;177,796897;19,11142454;9,77574048;7,385049365;9,287729196;1,489329014;1,125108457
252363;126536;25966;13572;18754;6846;4833;5223;17318;6685;710;355,4408451;36,57183099;26,41408451;6,807042254;9,415492958;178,2197183;19,11549296;9,642253521;7,356338028;9,415492958;1,468676979;1,120493699
251979;126344;26013;13594;18893;6988;4940;5317;17344;6563;711;354,4008439;36,58649789;26,57243319;6,947960619;9,230661041;177,6990155;19,11954993;9,828410689;7,478199719;9,230661041;1,496710974;1,13881114
252507;126609;26053;13616;18880;6858;4860;5234;17379;6569;712;354,6446629;36,59129213;26,51685393;6,825842697;9,226123596;177,8216292;19,12359551;9,632022472;7,351123596;9,226123596;1,466490289;1,119219914
253918;127315;26096;13638;18812;6854;4890;5245;17528;6755;713;356,1262272;36,6002805;26,38429173;6,858345021;9,474053296;178,5624123;19,12762973;9,612903226;7,356241234;9,474053296;1,463266674;1,119759805
254898;127805;26137;13660;18977;6869;4912;5315;17513;6670;714;357;36,60644258;26,57843137;6,879551821;9,341736695;178,9985994;19,13165266;9,620448179;7,443977591;9,341736695;1,464102805;1,132873258
255033;127873;26184;13682;18836;6759;4932;5331;17574;6641;715;356,6895105;36,62097902;26,34405594;6,897902098;9,288111888;178,8433566;19,13566434;9,453146853;7,455944056;9,288111888;1,438335432;1,134452758
255174;127944;26223;13704;19026;7029;4965;5329;17537;6650;716;356,3882682;36,62430168;26,5726257;6,934357542;9,287709497;178,6927374;19,1396648;9,817039106;7,44273743;9,287709497;1,49338557;1,132202547
256858;128787;26261;13726;19088;7053;4960;5287;17719;6746;717;358,2398884;36,62622036;26,62203626;6,917712692;9,408647141;179,6192469;19,14365411;9,836820084;7,373779637;9,408647141;1,496077053;1,121474461
257565;129141;26312;13748;19281;7034;5006;5340;17504;6609;718;358,7256267;36,64623955;26,85376045;6,972144847;9,204735376;179,862117;19,14763231;9,796657382;7,437325905;9,204735376;1,489652963;1,130899463
258511;129614;26354;13770;19269;7124;4953;5368;17772;6875;719;359,54242;36,65368567;26,79972184;6,888734353;9,561891516;180,2698192;19,15159944;9,908205841;7,465924896;9,561891516;1,506295938;1,135007944
259185;129952;26395;13792;19117;6980;4844;5272;17761;6773;720;359,9791667;36,65972222;26,55138889;6,727777778;9,406944444;180,4888889;19,15555556;9,694444444;7,322222222;9,406944444;1,473487504;1,112926378
258861;129790;26437;13814;19137;6906;5056;5391;17835;6824;721;359,0305132;36,66712899;26,54230236;7,012482663;9,464632455;180,0138696;19,15950069;9,578363384;7,477115118;9,464632455;1,455536945;1,136229318
260349;130535;26481;13836;19374;7044;5066;5409;17744;6740;722;360,5941828;36,67728532;26,83379501;7,016620499;9,335180055;180,7963989;19,1634349;9,756232687;7,491689751;9,335180055;1,482253939;1,138204366
262613;131667;26518;13858;19338;7030;4998;5366;17898;6885;723;363,2268326;36,67773167;26,74688797;6,912863071;9,522821577;182,1120332;19,16735823;9,723374827;7,421853389;9,522821577;1,476951303;1,127357139
261855;131289;26569;13880;19286;6968;5078;5451;17844;6940;724;361,6781768;36,69751381;26,63812155;7,013812155;9,585635359;181,3383978;19,17127072;9,624309392;7,529005525;9,585635359;1,461596703;1,143393173
262201;131462;26609;13902;19407;7050;5127;5484;17847;6767;725;361,6565517;36,70206897;26,76827586;7,071724138;9,333793103;181,3268966;19,17517241;9,724137931;7,564137931;9,333793103;1,476447691;1,148487821
264273;132499;26651;13924;19568;7164;5021;5392;17749;6787;726;364,0123967;36,70936639;26,95316804;6,915977961;9,348484848;182,5055096;19,17906336;9,867768595;7,426997245;9,348484848;1,497942114;1,127429352
265691;133208;26693;13946;19398;7169;4961;5313;17727;6763;727;365,4621733;36,71664374;26,68225585;6,823933975;9,30261348;183,2297111;19,1829436;9,861072902;7,308115543;9,30261348;1,496612982;1,109151175
263870;132298;26731;13968;19509;7151;5032;5440;17833;6788;728;362,4587912;36,71840659;26,79807692;6,912087912;9,324175824;181,728022;19,18681319;9,822802198;7,472527473;9,324175824;1,490493701;1,133867394
265829;133278;26780;13990;19487;7039;5064;5472;17868;6784;729;364,648834;36,73525377;26,73113855;6,946502058;9,305898491;182,8230453;19,19067215;9,65569273;7,50617284;9,305898491;1,464831714;1,138735493
265658;133193;26816;14012;19464;7019;5116;5466;17970;6792;730;363,9150685;36,73424658;26,6630137;7,008219178;9,304109589;182,4561644;19,19452055;9,615068493;7,487671233;9,304109589;1,45836547;1,1356925
266186;133458;26856;14034;19375;7092;5040;5406;18147;6994;731;364,1395349;36,73871409;26,50478796;6,894664843;9,567715458;182,5690834;19,19835841;9,701778386;7,395348837;9,567715458;1,471211723;1,121456652
268671;134701;26898;14056;19532;7158;4984;5383;18078;6798;732;367,0368852;36,74590164;26,68306011;6,808743169;9,286885246;184,0177596;19,20218579;9,778688525;7,353825137;9,286885246;1,482567303;1,114928722
269175;134953;26939;14078;19825;7126;5091;5439;18065;6933;733;367,2237381;36,75170532;27,04638472;6,945429741;9,458390177;184,1105048;19,20600273;9,721691678;7,420190996;9,458390177;1,473620884;1,124757786
268837;134785;26985;14100;19658;7142;5045;5447;18110;6830;734;366,2629428;36,76430518;26,78201635;6,873297003;9,305177112;183,6307902;19,20980926;9,730245232;7,420980926;9,305177112;1,474612703;1,124645112
269724;135229;27029;14122;19754;7124;5074;5435;18089;6918;735;366,9714286;36,77414966;26,87619048;6,903401361;9,412244898;183,985034;19,21360544;9,692517007;7,394557823;9,412244898;1,468591999;1,120409533
271128;135931;27074;14144;19664;7180;5129;5485;18192;6941;736;368,3804348;36,78532609;26,7173913;6,96875;9,430706522;184,6888587;19,2173913;9,755434783;7,452445652;9,430706522;1,477820741;1,128948017
271648;136192;27117;14166;19961;7317;5130;5532;18295;6940;737;368,5861601;36,79375848;27,08412483;6,960651289;9,416553596;184,7924016;19,22116689;9,928086839;7,506105834;9,416553596;1,503665987;1,136843001
271813;136275;27155;14188;19692;7192;5102;5461;18288;7023;738;368,3102981;36,79539295;26,68292683;6,913279133;9,516260163;184,6544715;19,22493225;9,745257453;7,399728997;9,516260163;1,475672373;1,120501505
272779;136758;27197;14210;19883;7235;5211;5505;18370;7002;739;369,1190798;36,80243572;26,9052774;7,051420839;9,474966171;185,0581867;19,22868742;9,790257104;7,449255751;9,474966171;1,482182518;1,127769836
273769;137254;27242;14232;19745;7128;5079;5510;18213;6966;740;369,9581081;36,81351351;26,68243243;6,863513514;9,413513514;185,4783784;19,23243243;9,632432432;7,445945946;9,413513514;1,457990383;1,12703802
275197;137968;27287;14254;19869;7210;5125;5575;18410;7030;741;371,3859649;36,8245614;26,81376518;6,916329285;9,487179487;186,1916329;19,23616734;9,730094467;7,523616734;9,487179487;1,472471784;1,138561747
276316;138528;27320;14276;19753;7166;5126;5456;18395;6996;742;372,393531;36,81940701;26,6212938;6,908355795;9,428571429;186,6954178;19,23989218;9,657681941;7,35309973;9,428571429;1,461215255;1,112530063
276187;138464;27371;14298;19798;7226;5128;5472;18339;6981;743;371,7187079;36,8384926;26,64602961;6,901749664;9,395693136;186,3580081;19,243607;9,725437416;7,36473755;9,395693136;1,471166932;1,11406386
276689;138716;27411;14320;19968;7220;5133;5501;18531;7021;744;371,8938172;36,84274194;26,83870968;6,899193548;9,436827957;186,4462366;19,24731183;9,704301075;7,393817204;9,436827957;1,46767103;1,118235227
279112;139928;27446;14342;19932;7315;5277;5686;18382;7052;745;374,6469799;36,84026846;26,75436242;7,083221477;9,465771812;187,8228188;19,25100671;9,818791946;7,632214765;9,465771812;1,484684939;1,154055853
279284;140014;27497;14364;19997;7229;5169;5540;18467;7040;746;374,3753351;36,85924933;26,80563003;6,928954424;9,436997319;187,6863271;19,25469169;9,690348525;7,426273458;9,436997319;1,464966064;1,122688061
279167;139956;27531;14386;19991;7241;5233;5603;18653;7136;747;373,7175368;36,85542169;26,76171352;7,005354752;9,552878179;187,3574297;19,2583668;9,693440428;7,500669344;9,552878179;1,465136778;1,133705478
279649;140198;27582;14408;20402;7494;5330;5689;18589;7172;748;373,8622995;36,87433155;27,27540107;7,125668449;9,588235294;187,4304813;19,26203209;10,01871658;7,605614973;9,588235294;1,513995235;1,149335321
