VERTEXES;EDGES;MAX_WEIGHT;
262144;1046528;262144;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
237829;33296;733054;1753370;1367550;487088;
233614;27738;27331;164058;83427;34678;
128554;189030;10529;103303;28104;10043;
2153;11997;20473;100158;61364;23662;
238409;94242;598961;979238;1768174;613360;
157743;43546;394179;593180;1049650;418999;
233389;213389;397890;865722;1243822;427223;
162690;2740;85150;213999;237263;95547;
207752;10678;115881;260263;343435;135257;
232035;227719;330052;487608;919416;418449;
33680;135252;270511;409705;666210;265733;
185326;23352;272556;499900;731197;410696;
42627;144645;346692;603845;921435;290191;
93435;67846;448232;720613;1285847;482662;
181569;122532;579617;1119857;1597869;596660;
33622;202110;34220;169372;108895;43149;
240054;262138;630252;948165;1891556;652445;
9160;147402;126848;339944;421128;141016;
147125;158740;242787;414704;620744;251369;
221004;198087;337255;647528;891699;363160;
228246;199593;116596;284984;344382;144438;
33689;185576;344653;619226;973577;448223;
47960;44714;402593;447160;819302;288155;
202079;131295;452475;782848;1297404;582251;
198915;257738;358386;657843;842854;308917;
61567;68233;399861;662333;1076034;430393;
129773;20002;334740;701884;825013;313058;
167130;54844;482848;897134;1323421;504047;
140720;216431;255851;509795;592387;228039;
237159;261027;413297;733284;1089407;429923;
188081;27734;44792;141265;121845;40621;
222643;94122;195086;368521;593136;200500;
190028;229646;644368;921710;1697690;620471;
58379;118681;548458;724123;1232243;454555;
238590;65656;93751;291258;264470;92126;
77123;82045;90609;289629;257114;104202;
128050;125205;452719;832505;1337824;449082;
80196;207929;128137;265357;295758;117340;
82105;137157;136437;424288;396297;147350;
223802;97072;377017;478582;1126610;387854;
125803;178465;170047;492007;514077;197903;
103116;58224;282932;509790;777552;285185;
79581;195414;159609;342581;459909;211312;
84584;227664;326043;433545;729957;286023;
9418;38677;575205;896876;1533424;718467;
132718;7979;239052;488611;703044;243697;
103761;34742;615560;744846;1694235;668666;
99801;153246;409396;661863;1073731;390448;
48865;161819;11310;78877;31647;11469;
129970;12987;126605;324744;328300;125651;
23928;258024;493063;1051135;1383992;523334;
62417;193883;500436;834917;1593885;549130;
