VERTEXES;EDGES;MAX_WEIGHT;
131072;524288;131072;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
118915;16648;6098;17161;12302;6386;
116807;13869;377774;142012;587088;242040;
64277;94515;450035;167612;820181;330573;
1077;5999;451223;179202;1015358;463149;
119205;47121;250513;128234;553705;199496;
78872;21773;206574;108475;400482;160348;
116695;106695;418138;161002;789374;303940;
81345;1370;215589;118179;484906;211898;
103876;5339;79713;52043;106909;50859;
116018;113860;146501;94496;291023;132242;
16840;67626;2792;12323;6511;3274;
92663;11676;255834;121946;494455;205502;
21314;72323;741;10158;1653;772;
46718;33923;102770;68621;208826;84127;
90785;61266;191346;107565;426221;155587;
16811;101055;104296;72428;230525;82128;
120027;131069;402325;148028;1004780;298363;
4580;73701;196983;102454;418722;146670;
73563;79370;353162;147651;750881;314858;
110502;99044;100329;81679;199539;85229;
114123;99797;131743;100139;318190;129190;
16845;92788;209554;161375;455783;196870;
23980;22357;49456;58778;102912;47058;
101040;65648;167673;118497;297367;109654;
99458;128869;429735;181974;648458;256372;
30784;34117;30266;30690;51816;23618;
64887;10001;233367;114729;445417;191911;
83565;27422;365421;146140;812157;317434;
70360;108216;128743;81558;253743;103944;
118580;130514;162937;87230;316776;125932;
94041;13867;109731;73810;234974;95958;
111322;47061;413575;150380;789483;312319;
95014;114823;106462;72140;226707;88781;
29190;59341;92279;64196;178119;84084;
119295;32828;390573;205854;547264;205889;
38562;41023;237165;136120;485327;173225;
64025;62603;268857;143431;521884;194494;
40098;103965;203382;103341;394082;162717;
41053;68579;331302;157090;832143;294283;
111901;48536;137635;67944;186069;80706;
62902;89233;262210;134859;469342;180446;
51558;29112;391465;161748;770204;295391;
39791;97707;208473;105545;423784;186485;
42292;113832;260962;217012;538147;202197;
4709;19339;111745;67734;180215;76636;
66359;3990;129675;113316;324923;134401;
51881;17371;126307;101898;278518;106664;
49901;76623;60654;66502;140169;68494;
24433;80910;141489;96971;218976;93318;
64985;6494;160045;100175;312960;114951;
11964;129012;480997;182760;1003582;346557;
31209;96942;311166;134085;575505;247100;
