VERTEXES;EDGES;MAX_WEIGHT;
32768;131072;32768;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
29729;4162;46882;24283;117584;50573;
29202;3468;88059;32320;128575;46077;
16070;23629;72759;26159;133804;51887;
270;1500;80037;24005;144764;64505;
29802;11781;24394;15083;46565;21243;
19718;5444;55125;20356;94693;39165;
29174;26674;39106;18395;75578;32436;
20337;343;933;3206;1764;835;
25969;1335;61954;23843;120230;53580;
29005;28465;79689;28846;144876;62087;
4210;16907;70227;27174;137199;53209;
23166;2919;6258;5647;12636;5362;
5329;18081;88809;28743;183189;79217;
11680;8481;95467;25288;179240;80090;
22697;15317;35707;19002;67760;30655;
4203;25264;64054;24866;117857;51863;
30007;32768;45846;24032;91135;33127;
1145;18426;65301;20774;130678;58774;
18391;19843;1789;3684;3781;1754;
27626;24761;57217;24425;89191;38998;
28531;24950;4623;6210;8154;4054;
4212;23197;12676;9878;24484;12593;
5995;5590;12671;8780;27350;12352;
25260;16412;47799;22600;81678;39058;
24865;32218;33594;17461;66322;27989;
7696;8530;48430;22664;94779;41307;
16222;2501;76162;23572;141747;58482;
20892;6856;31429;18842;62095;27574;
17590;27054;93608;30403;187136;66459;
29645;32629;67572;24573;128944;49321;
23511;3467;88765;28162;182620;73471;
27831;11766;13879;9887;26253;13011;
23754;28706;38072;19758;69831;26593;
7298;14836;55256;25931;101123;41863;
29824;8207;12193;9051;24733;11629;
9641;10256;88832;27312;167475;73804;
16007;15651;46851;21540;90171;37495;
10025;25992;84870;28229;174901;70690;
10264;17145;35705;18040;68823;33188;
27976;12134;74937;29787;154570;64158;
15726;22309;6987;7350;14600;6442;
12890;7278;52117;24545;92937;36792;
9948;24427;8913;8706;21141;9671;
10573;28458;59137;25909;81072;38215;
1178;4835;13959;8916;28375;12901;
16590;998;55575;24879;112798;52740;
12971;4343;58517;23359;119049;49385;
12476;19156;11709;11461;21550;9887;
6109;20228;19217;13348;32860;17434;
16247;1624;62773;26723;141438;61661;
2991;32253;81331;27021;154652;55535;
7803;24236;8436;6210;15552;6802;
