VERTEXES;EDGES;MAX_WEIGHT;
16384;65536;16384;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
14865;2081;27713;12641;55147;34364;
14601;1734;12900;6139;26473;9259;
8035;11815;46840;19013;83217;30147;
135;750;43509;14915;83718;32318;
14901;5891;27398;10146;41850;20957;
9859;2722;37660;14476;70722;31162;
14587;13337;45498;13518;83673;32630;
10169;172;15151;8888;34644;14575;
12985;668;41515;13916;86227;37677;
14503;14233;4840;3720;9960;4300;
2105;8454;43209;12523;70642;31674;
11583;1460;46291;14559;89099;39067;
2665;9041;19154;8419;36086;16226;
5840;4241;3307;2897;5939;2844;
11349;7659;32226;12288;55555;20521;
2102;12632;29670;10760;58592;25857;
15004;16384;6039;4588;10912;6043;
573;9213;9865;7914;20702;10003;
9196;9922;6941;4574;12745;5908;
13813;12381;25970;12215;47485;22100;
14266;12475;33053;13065;58460;22736;
2106;11599;21282;9067;42821;17545;
2998;2795;6322;5377;14286;6609;
12630;8206;11514;5394;18654;8967;
12433;16109;10724;6715;22230;11465;
3848;4265;33271;11841;57954;24899;
8111;1251;38299;13544;82355;35340;
10446;3428;36521;12436;69380;30390;
8795;13527;13838;8311;26109;12020;
14823;16315;19537;11105;37957;18165;
11756;1734;17484;9144;33815;15479;
13916;5883;17729;8201;28751;11425;
11877;14353;36528;13712;75937;32603;
3649;7418;7122;4294;13476;6443;
14912;4104;40113;11447;74951;26644;
4821;5128;25330;8786;47443;24427;
8004;7826;7598;5678;15143;7572;
5013;12996;18379;9505;34901;13808;
5132;8573;22678;8781;44434;19571;
13988;6067;4859;3306;6960;3285;
7863;11155;2251;2506;3554;1660;
6445;3639;17176;7617;31788;16346;
4974;12214;46227;14762;80082;33328;
5287;14229;29417;10570;55119;24938;
589;2418;3070;2821;8010;2620;
8295;499;25082;10309;46046;21119;
6486;2172;20970;10366;37988;15725;
6238;9578;6496;4557;13034;8057;
3055;10114;34428;12602;57733;27150;
8124;812;34999;12592;61979;27849;
1496;16127;33119;12089;66319;30525;
3902;12118;4729;3744;8232;3674;
