VERTEXES;EDGES;MAX_WEIGHT;
131044;522728;131044;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
118889;16645;213919;374999;961353;461906;
116782;13866;579370;465494;852307;424725;
64263;94495;236635;304260;545325;209179;
1076;5997;107622;185812;297976;116692;
119179;47111;60304;95148;166143;69708;
78855;21769;289721;320301;757409;272646;
116670;106672;11668;41345;27063;10704;
81328;1370;78889;125826;199485;75378;
103854;5338;331938;477687;775950;311391;
115993;113836;97196;153010;270649;115759;
16837;67612;250672;237126;642653;238978;
92644;11674;132745;167109;377649;143752;
21309;72307;43455;76795;114969;42709;
46708;33916;92396;189533;312852;102327;
90765;61253;299849;338865;714546;296413;
16808;101034;65401;97669;182926;72602;
120002;131041;120192;182263;314034;119091;
4579;73685;271915;337009;751469;290479;
73547;79353;289453;456757;732710;262922;
110479;99023;1733;18771;5977;2805;
114099;99775;213089;239029;503704;218463;
16841;92768;238959;271752;626405;223071;
23975;22353;278446;353715;883351;300724;
101018;65634;110236;165766;335206;120942;
99436;128842;176327;216664;426329;157692;
30777;34110;76341;101691;197924;85565;
64873;9999;106986;134485;255145;103717;
83547;27416;309956;384829;857957;392044;
70345;108193;166784;188956;437293;166678;
118555;130486;46338;104464;127153;52025;
94021;13864;248782;292889;600751;231894;
111298;47051;293873;300269;792801;297958;
94994;114799;251175;385088;693935;253375;
29183;59328;239780;283171;660939;253616;
119270;32821;176070;255423;479523;192309;
38554;41014;302258;389733;898447;354157;
64011;62589;295149;346434;786878;297643;
40089;103942;269064;328550;739884;300678;
41044;68564;38458;81208;107154;41443;
111877;48526;277703;327448;880738;293398;
62888;89214;286996;343036;785201;314026;
51547;29106;24719;60536;70174;31661;
39782;97687;282527;340165;741186;283925;
42283;113808;112418;149741;356798;150249;
4708;19334;304385;285309;713677;289470;
66345;3989;45491;99500;136379;58448;
51870;17368;99278;142410;262923;94567;
49890;76607;160967;201725;434779;161359;
24427;80892;24948;54867;82154;30707;
64971;6492;80668;135250;217386;84183;
11962;128985;156301;211961;502876;206315;
31202;96921;300251;295245;692015;252803;
