VERTEXES;EDGES;MAX_WEIGHT;
65536;261120;65536;

SOURCE;DIJKSTRA;DIALS;RADIX;RADIX_2;
59458;204996;290181;911857;381854;
8324;430289;266919;444756;261473;
58404;223481;189850;462415;156668;
6935;149875;166333;378066;145962;
32139;149742;149600;380216;152064;
47258;138310;180707;376076;145210;
539;147708;154389;402868;147474;
3000;136794;152423;470930;185424;
59603;150978;140422;407332;141743;
23561;150431;167214;366716;140187;
39436;140682;190218;375659;136928;
10887;136071;148405;376088;156272;
58348;144461;143414;382157;138924;
53348;139526;144408;359185;148500;
40673;137119;134670;377928;156897;
685;143156;138321;359876;138535;
51938;147415;129638;374489;144949;
2670;136767;140146;362252;138937;
58009;148482;153815;365887;155286;
56930;135408;149185;377219;136197;
8420;133909;176573;349248;132787;
33813;139751;161654;354348;142586;
46332;134045;134966;362111;143005;
5838;132012;156032;356372;144502;
10657;131119;138235;358678;139595;
36162;140187;169482;374789;148030;
23359;137846;153740;383137;157173;
16962;132355;174429;358334;138630;
45393;134918;159414;361158;137993;
30633;134899;149598;379557;154471;
8406;133581;150583;362328;139940;
50528;143274;138348;360696;149399;
60014;131988;146039;346992;141867;
65535;128478;141419;367968;141563;
2290;138843;132972;367599;157087;
36851;144018;150312;375994;137034;
36782;128860;123114;357595;149005;
39685;140464;147203;371904;137215;
55251;149166;145316;351600;140950;
49522;144160;165734;385453;153697;
57062;121226;138182;356053;147137;
49899;135306;136440;359707;136668;
8423;129169;164730;373485;142539;
46394;123037;140535;373391;154868;
11990;126967;171067;355135;139087;
11179;131406;149827;350798;139791;
50520;141815;131715;368574;130983;
32824;130026;156113;369940;137978;
49729;139459;145695;359539;137958;
64435;127359;144536;364852;140768;
15392;132509;152916;365819;154414;
17059;143689;131780;355403;140675;
