VERTEXES;EDGES;MAX_WEIGHT;
1048576;4194304;1024;

SOURCE;DIJKSTRA;DIALS;RADIX;
951313;5206530;15580179;4702659;
133183;4068101;16766629;4678668;
934455;4171780;15814431;4678145;
110950;4185990;16774044;4929341;
514213;4294063;16238642;4798756;
756120;4241302;16066618;4760784;
8609;4344389;16205814;4819700;
47985;4285029;16306648;4799202;
953635;4367501;16405115;4818609;
376966;4326978;16563854;4822434;
