VERTEXES;EDGES;MAX_WEIGHT;
1048576;4194304;256;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
951313;133183;119988;152050;188218;89667;
934455;110950;3522238;1180177;3404553;1599824;
514213;756120;3083778;1132613;2973436;1420374;
8609;47985;2331187;950689;3302576;1146716;
953635;376966;3639372;1204536;3626672;1627571;
630970;174184;2298001;908036;2312378;1134674;
933555;853556;1205391;722237;1704129;743947;
650757;10960;4306045;1381462;4309371;2011203;
831007;42710;3848742;1263418;3763811;1752081;
928139;910876;3289895;1143985;3292196;1584557;
134718;541006;407159;256329;502718;320516;
741304;93407;1829129;791443;1931153;1125938;
170508;578577;4167840;1448608;4210152;1959598;
373739;271383;2664080;1026492;2723356;1295204;
726274;490127;961943;658672;1183593;585939;
134487;808440;2057605;881497;2478106;1065243;
960214;1048550;3887214;1264281;3826419;1781918;
36638;589606;2541258;949880;2683742;1222386;
588500;634958;303614;211505;365732;205682;
884014;792346;935391;457194;983129;497107;
912982;798370;873847;517083;1065342;646604;
134753;742302;300365;188375;410277;213606;
191838;178856;744952;415791;876121;430196;
808316;525179;284095;188008;409061;233440;
795658;1030951;1350972;658507;1414015;1018909;
246267;272932;1144227;802398;1277268;627152;
519090;80008;4120632;1680743;3239729;1463967;
668519;219375;5799321;1924481;4637792;1978884;
562878;865723;2501309;965189;2491712;1184335;
948636;1044106;3106996;1189060;3096610;1529130;
752322;110933;1364196;834722;1696675;837622;
890572;376485;3980938;1176899;3246839;1491422;
760109;918584;4133305;1324429;4074305;1860144;
233514;474721;671272;369239;1104454;423693;
954357;262621;1429768;665444;1692247;939510;
308492;328179;1594270;727546;1750325;984920;
512197;500817;165570;115918;217278;116613;
320781;831713;785439;439492;943500;485443;
328420;548627;1588626;702089;1573055;782073;
895207;388288;3201735;1120320;3248048;1502915;
503211;713860;586911;397191;854974;379607;
412461;232896;2386738;953430;2751240;1323083;
318321;781656;304658;194400;381063;197031;
338333;910653;1390159;655106;1481944;726238;
37670;154705;3980326;1293204;4035403;1946813;
530871;31916;3997587;1309886;3923077;1797078;
415043;138966;31889;26778;56656;28372;
399201;612981;2288092;910998;2336203;1168817;
195457;647273;2715119;993243;2664401;1461538;
519877;51945;3395417;1167729;3388639;1588020;
95709;1032096;1854719;776658;1891642;920611;
249666;775531;2575799;985158;2561719;1257343;
