VERTEXES;EDGES;MAX_WEIGHT;
1048576;4194304;65536;

SOURCE;TARGET;DIJKSTRA;DIALS;RADIX;RADIX_2;
951313;133183;3782542;1233153;4034328;1571293;
934455;110950;2861045;1233073;4532121;1703986;
514213;756120;4072649;1656576;6072093;2335316;
8609;47985;4489111;1628227;7095323;2696976;
953635;376966;3768008;1416397;5893252;2333462;
630970;174184;496854;390086;1116982;387333;
933555;853556;4370281;1658180;7028894;2656030;
650757;10960;3595302;1420417;5499659;2150950;
831007;42710;2677056;1193801;4189850;1568437;
928139;910876;2562826;1167266;4086784;1631535;
134718;541006;4005329;1500242;6594649;2497461;
741304;93407;957496;962781;1684398;679781;
170508;578577;3352180;1367711;5009213;1954836;
373739;271383;3873362;1440237;5889985;2282689;
726274;490127;485310;384796;1136648;420216;
134487;808440;263841;234163;554032;222505;
960214;1048550;1864031;1096268;3227811;1249189;
36638;589606;4608852;2048983;6168396;2132228;
588500;634958;2171448;1043081;3405531;1327109;
884014;792346;620648;432248;1421806;496758;
912982;798370;2175635;1085873;3797779;1376849;
134753;742302;4615696;1619948;7227626;2729444;
191838;178856;505026;380192;1110824;426858;
808316;525179;213472;178370;422032;204800;
795658;1030951;3467750;1419958;5582304;2122178;
246267;272932;2461643;1127100;3743165;1473785;
519090;80008;3681494;1488390;5755540;2235912;
668519;219375;1303460;903090;2156248;899271;
562878;865723;2891064;1238202;4267215;1684392;
948636;1044106;989382;739262;1801589;705620;
752322;110933;2222882;1190885;3678145;1423711;
890572;376485;972960;752298;1761696;673041;
760109;918584;4601836;1679559;7326905;2803888;
233514;474721;4050330;1511272;6484425;2427855;
954357;262621;2831815;1234478;4525169;1732281;
308492;328179;4364418;1600484;6883573;2627897;
512197;500817;4389056;1678912;7033270;2630724;
320781;831713;1160258;948197;2031822;822437;
328420;548627;4029669;1535537;6784641;2409725;
895207;388288;4079082;1562316;6505815;2453087;
503211;713860;3554971;1406352;5579743;2114018;
412461;232896;4490146;1670255;7131740;2733711;
318321;781656;2852766;1500538;4528746;1757281;
338333;910653;4516674;1584734;6984977;2785148;
37670;154705;1853364;953723;2927547;1164790;
530871;31916;3651917;1418025;5781109;2201176;
415043;138966;3623037;1394665;5523552;2065665;
399201;612981;2368131;1080426;3801974;1451712;
195457;647273;2378066;1095014;3741140;1436639;
519877;51945;3869857;1543781;6211763;2346337;
95709;1032096;1068311;807957;1870121;744707;
249666;775531;873142;577312;1721294;688299;
