VERTEXES;EDGES;MAX_WEIGHT;
1048576;4194304;4096;

SOURCE;DIJKSTRA;DIALS;RADIX;RADIX_2;
951313;4948711;1492961;6121510;2469655;
133183;4607239;1453790;5810406;2443403;
934455;4474215;1460914;5851996;2397685;
110950;4529770;1512192;5916431;2405548;
514213;4515901;1485387;5802346;2413209;
756120;4457029;1479086;5890090;2379395;
8609;4438353;1469561;5784331;2423291;
47985;4406806;1448209;5865014;2366079;
953635;4415470;1459477;5870054;2325683;
376966;4406263;1430446;6013564;2345932;
